book	chapter	verse	figure	english_snippet	note	source
23-isaiah	51	11	doublet	gladness and joy … sorrow and mourning	The words “gladness” and “joy” mean basically the same thing, as do “sorrow” and “mourning.” Together they emphasize the intensity of these emotions.	door43_utn
23-isaiah	51	19	doublet	desolation and destruction	These words have similar meanings and emphasize the destruction of the land caused by the opposing army. Alternate translation: “your enemies have left your city empty and ruined”	door43_utn
23-isaiah	56	5	doublet	in my house and within my walls	These two phrases mean the same thing. Alternate translation: “inside the walls of my temple”	door43_utn
23-isaiah	57	11	doublet	so much that you would not remember me or think about me	These two phrases mean basically the same thing and emphasize that, although the people should have remembered Yahweh, they did not.	door43_utn
23-isaiah	59	19	merism	from the west … from the sun’s rising	Isaiah combines these words to mean people in all places of the world.	door43_utn
23-isaiah	65	17	merism	new heavens and a new earth	Both are extremes that also represent everything between.	door43_utn
24-jeremiah	1	10	doublet	to destroy and overthrow	Jeremiah uses these words, which mean almost the same thing, to show that this will certainly happen.	door43_utn
24-jeremiah	2	19	hendiadys	it is wicked and bitter	Here the word “bitter” describes “wicked.” Alternate translation: “it is bitterly wicked” or “it is extremely wicked”	door43_utn
24-jeremiah	4	6	doublet	disaster … a great collapse	These words mean basically the same thing. The phrase “a great collapse” defines what the “disaster” will be.	door43_utn
24-jeremiah	4	11	doublet	It will not winnow or cleanse them	The words “winnow” and “cleanse” refer to blowing away the useless skins from grain. Only a light wind was needed for that. Alternate translation: “It will not be a light wind for blowing the chaff away from the grain”	door43_utn
24-jeremiah	5	15	doublet	it is a lasting nation, an ancient nation	These phrases mean basically the same thing and emphasize how long the nation has existed. This refers to the nation from far away that Yahweh will bring against Israel. Alternate translation: “it is a very old and enduring nation”	door43_utn
24-jeremiah	6	13	merism	that from the least to the greatest, all of them are greedy	The phrase “from the least to the greatest” shows that all the people of Israel are included in the phrase “all of them,” regardless of how important they are. Alternate translation: “all of them, including the least powerful, the most powerful, and every one else, are greedy”	door43_utn
24-jeremiah	7	13	hendiadys	time and time again	This hendiadys is also an idiom that means something is done many times. Alternate translation: “repeatedly” or “persistently”	door43_utn
24-jeremiah	7	20	doublet	anger and wrath	These words mean basically the same thing and emphasize the intensity of Yahweh’s anger.	door43_utn
24-jeremiah	7	24	doublet	they did not listen or pay attention	These phrases mean about the same thing and are repeated for emphasis.	door43_utn
24-jeremiah	7	29	doublet	rejected and abandoned	These two words have similar meanings and are repeated for emphasis.	door43_utn
24-jeremiah	7	34	doublet	the sound of joy and the sound of gladness	These two phrases mean almost the same thing and are repeated for emphasis. The abstract nouns “joy” and “gladness” can be translated using the verb “rejoicing” and the adjective “glad.” Alternate translation: “the sounds of people rejoicing and being glad”	door43_utn
24-jeremiah	8	6	doublet	paid attention and listened	These two things mean about the same thing and are repeated for emphasis.	door43_utn
24-jeremiah	8	10	merism	because from the least to the greatest, all of them are greedy	The phrase “from the least to the greatest” shows that all the people of Judah are included in the phrase “all of them,” regardless of how important they are. Alternate translation: “because all of them, including the least powerful, the most powerful, and everyone else, are greedy”	door43_utn
24-jeremiah	9	1	merism	day and night	By mentioning both “day” and “night” this phrase means all the time. Alternate translation: “all the time” or “continually”	door43_utn
24-jeremiah	10	8	doublet	They are all the same, they are brutish and stupid, disciples	The words “brutish” and “stupid” mean basically the same thing and emphasize how foolish the people are for worshiping idols. Alternate translation: “They are all very stupid, they are disciples”	door43_utn
24-jeremiah	14	3	doublet	ashamed and dishonored	Both of these words have similar meaning and together emphasize that the servants were ashamed that they were unable to get water.	door43_utn
24-jeremiah	14	17	merism	night and day	Here two opposite times of the day are given to mean all the time. Alternate translation: “all the time, both night and day”	door43_utn
24-jeremiah	15	9	doublet	She will be ashamed and embarrassed	The words “ashamed” and “embarrassed” mean basically the same thing and emphasize the intensity of shame. Alternate translation: “She will be completely ashamed”	door43_utn
24-jeremiah	15	10	doublet	a man of controversy and argument	The words “controversy” and “argument” mean basically the same thing. Together they emphasize how much Jeremiah is arguing. Alternate translation: “a man with whom everyone argues all the time”	door43_utn
24-jeremiah	15	11	doublet	in the time of calamity and distress	Here the words “calamity” and “distress” mean basically the same thing. They emphasize the amount or intensity of the calamity. Alternate translation: “in the time of great calamity”	door43_utn
24-jeremiah	15	13	doublet	wealth and treasures	The words “wealth” and “treasures” mean the same thing and refer to anything that people consider to be valuable.	door43_utn
24-jeremiah	15	20	doublet	save and rescue	The words “save” and “rescue” mean the same thing and emphasize the safety that God promises.	door43_utn
24-jeremiah	16	6	merism	Both the great and the small will	This refers to all kinds of people and uses size to refer to how important they are. Alternate translation: “Both the important and the unimportant” or “Many people, regardless of how important they are, will”	door43_utn
24-jeremiah	16	13	merism	by day and night	The mention of both “day” and “night” means all the time. Alternate translation: “all the time” or “continually”	door43_utn
24-jeremiah	17	3	doublet	your wealth and all your treasures	The words “wealth” and “treasures” mean the same thing and refer to anything that they consider valuable.	door43_utn
24-jeremiah	17	6	doublet	the wilderness, barren land without inhabitants	The phrase “barren land without inhabitants” describes and means basically the same thing as “wilderness.” Alternate translation: “the barren wilderness where no person lives”	door43_utn
24-jeremiah	17	23	doublet	They did not listen or pay attention	These two phrases mean basically the same thing and emphasize that the people refused to listen. Alternate translation: “They refused to listen” or “They refused to obey”	door43_utn
24-jeremiah	18	7	doublet	tear it down, or destroy it	These two expressions basically mean the same thing. In the first expression, Yahweh speaks of destroying a kingdom as if the kingdom were a plant or a building that he tears down.	door43_utn
24-jeremiah	18	9	doublet	build it up or plant it	These two phrases mean basically the same thing. Yahweh speaks of strengthening kingdoms as if they were buildings that he would build, and as if they were plants that he would plant.	door43_utn
24-jeremiah	18	11	doublet	so your ways and your practices will bring good to you	The words “ways” and “practices” both refer to a person’s actions and general lifestyle. Alternate translation: “so your actions will result in good happening to you”	door43_utn
24-jeremiah	20	8	doublet	called out and proclaimed	These two phrases mean basically the same thing and emphasize that he proclaimed Yahweh’s message boldly. Alternate translation: “openly proclaimed” or “proclaimed loudly”	door43_utn
24-jeremiah	20	8	doublet	for me reproach and mocking	The words “reproach” and “mocking” mean basically the same thing and emphasize that people have ridiculed Jeremiah for proclaiming Yahweh’s message. Alternate translation: “a reason for people to ridicule me”	door43_utn
24-jeremiah	20	18	doublet	to see troubles and agony	The words “troubles” and “agony” mean basically the same thing and emphasize the amount and severity of suffering. Alternate translation: “to experience so much suffering”	door43_utn
24-jeremiah	21	5	doublet	with wrath, fury, and great anger	These words all mean basically the same thing. Together they emphasize the great intensity of his anger. Alternate translation: “with extremely great anger”	door43_utn
24-jeremiah	21	7	doublet	He will not pity them, spare them, or have compassion	These three phrases have the same meaning and emphasize that Nebuchadnezzar will deal severely with them. Alternate translation: “He will not show them any mercy or compassion at all”	door43_utn
24-jeremiah	22	9	doublet	bowed down to other gods and worshiped them	These two phrases mean the same thing. The phrase “bowed down” describes the posture that people used in worship. Alternate translation: “they worshiped other gods”	door43_utn
24-jeremiah	22	13	doublet	builds his house by unrighteousness, his upper rooms by injustice	The abstract nouns “unrighteousness” and “injustice” have similar meanings, are repeated for emphasis, and can be stated as actions. Alternate translation: “unjustly forced men to build his house and his upper rooms”	door43_utn
24-jeremiah	22	15	doublet	do justice and righteousness	These abstract nouns have similar meanings, are repeated for emphasis and can be stated as actions. Alternate translation: “act justly and fairly”	door43_utn
24-jeremiah	23	2	doublet	You have scattered my flock and have driven them away	These two phrases have similar meanings. The second one strengthens the thought in the first.	door43_utn
24-jeremiah	23	3	doublet	they will be fruitful and increase	The word “increase” explains how they will be “fruitful.” Alternate translation: “they will increase greatly in number”	door43_utn
24-jeremiah	23	4	doublet	they will no longer fear or be shattered	The words “be shattered” mean that someone has caused them to be afraid and mean basically the same thing as “fear.” If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “no one will make them afraid anymore”	door43_utn
24-jeremiah	23	8	doublet	who brought up and who led back	These two phrases mean the same thing and can be combined. Alternate translation: “who brought back”	door43_utn
24-jeremiah	23	26	doublet	prophesy lies from their minds … prophesy from the deceit in their hearts	These two phrases mean the same thing and emphasize that the false prophets made up their prophesies. Alternate translation: “prophesy things that come only from their own minds”	door43_utn
24-jeremiah	24	9	doublet	I will turn them into a frightening thing, a disaster … a disgrace and a subject for proverbs, taunts, and curses	These phrases mean the same thing and emphasize how thoroughly Yahweh will judge the people of Jerusalem. They will become something that will frighten other people when they see it.	door43_utn
24-jeremiah	25	5	doublet	his wicked way and the corruption of his practices	The terms “wicked way” and “corruption of his practices” mean the same thing and refer to every sinful thing that they do.	door43_utn
24-jeremiah	25	14	doublet	their deeds and the works of their hands	These two phrases mean basically the same thing. The idiom “the works of their hands” refers to the actions of a person, with the word “hands” being a synecdoche that represents the person who does those actions. Alternate translation: “everything that they have done”	door43_utn
24-jeremiah	25	33	merism	will on that day extend from one end of the earth to the other	By mentioning both ends of the earth, this phrase represents everywhere in between those ends. Alternate translation: “will on that day cover the entire earth”	door43_utn
24-jeremiah	26	13	doublet	your ways … your practices	These two phrases mean almost the same thing. Alternate translation: “the things you do”	door43_utn
24-jeremiah	26	14	doublet	Do to me what is good and right in your eyes	The words “good” and “right” mean the same thing. The eye is a metonym for the person’s thoughts. Alternate translation: “Do to me whatever you think is the right thing to do”	door43_utn
24-jeremiah	26	15	doublet	this city and its inhabitants	These are two ways of speaking of the same people, perhaps first as a group and then as individuals. The city is a metonym for the people in the city. Alternate translation: “all the people in the city and every one of the people who live here”	door43_utn
24-jeremiah	31	19	doublet	I was ashamed and humiliated	The words “ashamed” and “humiliated” mean basically the same thing and intensify the idea of shame. Alternate translation: “I was completely ashamed”	door43_utn
24-jeremiah	31	34	merism	from the smallest of them to the greatest	This phrase refers to every person, from the least important to the most important. Alternate translation: “every single one of them”	door43_utn
24-jeremiah	31	37	merism	the highest heavens … earth’s foundation	These phrases refer to the whole of creation.	door43_utn
24-jeremiah	32	37	doublet	wrath, fury, and great anger	All three words mean the same thing and emphasize how very angry he is. Alternate translation: “extreme anger”	door43_utn
24-jeremiah	32	41	doublet	with all my heart and all my life	Together, these two phrases form an idiomatic expression that refers to a person’s entire being. Alternate translation: “with all that I am” or “wholeheartedly”	door43_utn
24-jeremiah	33	5	doublet	in my wrath and fury	The words “wrath” and “fury” mean basically the same thing and emphasize the intensity of his wrath. Alternate translation: “in my extreme wrath”	door43_utn
24-jeremiah	33	9	hendiadys	they will fear and tremble	The hendiadys “fear and tremble” can be translated by a single verb. Alternate translation: “they will tremble with fear”	door43_utn
24-jeremiah	33	15	doublet	In those days and in that time	The phrase “in that time” means the same thing as, and intensifies the phrase “In those days.” Alternate translation: “In those very days” or “At that very time”	door43_utn
24-jeremiah	42	1	merism	all the people from the least to the greatest	This is a way to refer to people from every social status. Here “least” and “greatest” represent those who are least important and those who are most important. Alternate translation: “all the people from every social status” or “all the people, including the least important and the most important people”	door43_utn
24-jeremiah	42	5	doublet	true and faithful	Here these words share similar meanings. They describe Yahweh as a witness whom no one will be able to contradict. Alternate translation: “trustworthy”	door43_utn
24-jeremiah	42	6	merism	Whether it is good or if it is bad	The people mention both extremes to emphasize that they will obey no matter what Yahweh’s answer is. Alternate translation: “Whatever he answers”	door43_utn
24-jeremiah	42	8	merism	to all the people from the least to the greatest	This is a way to refer to people from every social status. Here “least” and “greatest” represent those who are least important and those who are most important. See how you translated this in [Jeremiah 42:1](../42/01.md). Alternate translation: “to all the people from every social status” or “to all the people, including the least important and the most important people”	door43_utn
24-jeremiah	42	11	doublet	to save you and rescue you	The words “save” and “rescue” mean the same thing and emphasize that Yahweh will, indeed, save. Alternate translation: “to save you completely”	door43_utn
24-jeremiah	42	18	doublet	my wrath and my fury	The words “wrath” and “fury” mean basically the same thing. Together they emphasize the intensity of his wrath. Alternate translation: “my terrible wrath”	door43_utn
24-jeremiah	44	6	doublet	my fury and my wrath	The words “fury” and “wrath” mean basically the same thing and emphasize the intensity of his wrath. Alternate translation: “my terrible wrath”	door43_utn
24-jeremiah	44	6	doublet	they became ruins and devastations	The words “ruins” and “devastations” mean basically the same thing. Together they emphasize the complete devastation of Judah and Jerusalem. Alternate translation: “they became completely devastated”	door43_utn
24-jeremiah	44	12	merism	From the least to the greatest	This is a way to refer to people from every social status. Here “least” and “greatest” represent those who are least important and those who are most important. Alternate translation: “all the people from every social status” or “all the people, including the least important and the most important people”	door43_utn
24-jeremiah	46	6	doublet	the swift cannot run away, and the soldiers cannot escape	These two phrases share similar meanings and emphasize that no one, not even the strongest and fastest, can escape. The nominal adjective “the swift” can be stated as an adjective. Alternate translation: “even the swiftest soldier cannot escape”	door43_utn
24-jeremiah	47	3	doublet	at the roar of their chariots and the noise of their wheels	These two phrase have similar meanings and they are combined to emphasize the loud noise they will make. Alternate translation: “at the very loud sound of the wheels of the chariots”	door43_utn
24-jeremiah	48	3	doublet	ruin and great destruction	These two terms mean the same thing. Together they emphasize complete destruction.	door43_utn
24-jeremiah	50	4	doublet	In those days and at that time	These phrases mean the same thing and emphasize the importance of that future time. See how you translated this in [Jeremiah 33:15](../33/15.md).	door43_utn
24-jeremiah	50	11	doublet	You rejoice, you celebrate	These terms mean the same thing and are used to emphasize how happy they were to conquer Israel. Alternate translation: “You people of Babylon rejoice, celebrate”	door43_utn
24-jeremiah	50	12	doublet	So your mother will be greatly ashamed; the one who bore you will be embarrassed	These two phrases mean basically the same thing and emphasize the intensity of her embarrassment. The words “mother” and “the one who bore you” refer either to Babylonia or to the city of Babylon.	door43_utn
24-jeremiah	50	12	doublet	a wilderness, a dry land, and a desert	These words have basically the same meaning and emphasize the complete barrenness of the land. This could mean: (1) this is a metaphor for an uninhabited place or (2) this refers to Babylon literally becoming a barren wilderness.	door43_utn
24-jeremiah	50	16	doublet	Let each person turn back to his own people … let them flee to their own land	These two phrases mean basically the same thing. Together they strengthen the command for foreigners to flee from Babylon back to their own countries.	door43_utn
24-jeremiah	50	20	doublet	In those days and at that time	These two phrases mean the same thing and emphasize that future time. See how you translated this in as [Jeremiah 33:15](../33/15.md).	door43_utn
24-jeremiah	50	27	doublet	their day has come—the time for their punishment	The phrases “their day” and “the time” mean the same thing and can be combined. Alternate translation: “the time for their punishment has come”	door43_utn
24-jeremiah	50	29	doublet	the archers … those who bend their bows	These phrases refer to the same people and are repeated for poetic effect.	door43_utn
24-jeremiah	50	31	doublet	for your day has come … the time when I will punish you	These two phrases mean the same thing. The second phrase defines the “day” that the first phrase mentions. Alternate translation: “for the day when I will punish you has come”	door43_utn
24-jeremiah	50	39	doublet	For all time, she will no longer be inhabited. From generation to generation, she will not be lived in	These two phrases mean the same thing and emphasize that Babylon will be completely uninhabited. Alternate translation: “People will never live there again; it will be uninhabited forever”	door43_utn
24-jeremiah	50	40	doublet	no one will live there; no person will stay in her	These two phrases mean the same thing and emphasize that Babylon will be completely uninhabited. They can be combined. Alternate translation: “no one will ever live there again”	door43_utn
25-lamentations	1	2	doublet	weeps and wails	The word “wails” refers to the sounds that a person makes when they “weep” loudly. Alternate translation: “weeps loudly”	door43_utn
25-lamentations	1	12	doublet	Look and see	These words share similar meanings. Together they invite the reader to understand by seeing that no one has suffered so much.	door43_utn
25-lamentations	2	18	merism	day and night	These two opposite times of day refer to all the time. Alternate translation: “all of the time”	door43_utn
25-lamentations	3	19	doublet	wormwood and bitterness	Wormwood is a plant that gives a liquid which is very bitter to drink. Together “wormwood” and “bitterness” represent severe suffering.	door43_utn
25-lamentations	3	42	doublet	We have transgressed and rebelled	The words “transgressed” and “rebelled” share similar meanings. Together they indicate that transgression is the same as rebelling against Yahweh.	door43_utn
25-lamentations	3	47	doublet	ruin and destruction	These two words share similar meanings and refer to the destruction of Jerusalem. Alternate translation: “total destruction”	door43_utn
25-lamentations	3	49	doublet	without ceasing, without relief	Both of these phrases means the same thing. The author speaks of his continuing to cry as if his eyes were a person and had no rest from crying. Alternate translation: “without stopping”	door43_utn
25-lamentations	3	63	merism	how they sit and then rise up	These two actions together represent everything the people do. Alternate translation: “everything they do”	door43_utn
25-lamentations	4	12	doublet	enemies or opponents	These two words mean basically the same thing and emphasize that these are people who desired to harm Jerusalem. Alternate translation: “any kind of enemy” or “any of Jerusalem’s enemies”	door43_utn
25-lamentations	4	21	doublet	Rejoice and be glad	“Rejoice” and “be glad” mean basically the same thing and emphasize the intensity of gladness. The writer uses these words to mock the people. He knew that the people of Edom would be glad that Jerusalem is being destroyed. Alternate translation: “Be very glad”	door43_utn
26-ezekiel	2	4	doublet	stubborn faces and hard hearts	The words “stubborn faces” refer to the way they act on the outside, and the words “hard hearts” refer to the way they think and feel. Together they emphasize that the people of Israel would not change how they lived in order to obey God.	door43_utn
26-ezekiel	3	7	doublet	strong browed and hard hearted	These mean basically the same thing. Alternate translation: “very rebellious” or “very stubborn”	door43_utn
26-ezekiel	3	19	doublet	he does not turn from his wickedness or from his wicked deeds	The phrase “wicked deeds” means the same thing as “wickedness.” Alternate translation: “he does not stop doing wicked things”	door43_utn
26-ezekiel	5	15	doublet	in wrath and fury	The words “wrath” and “fury” mean basically the same thing and emphasize that Yahweh is very angry. Alternate translation: “because I will be very angry with you”	door43_utn
26-ezekiel	9	4	doublet	groan and sigh	These are sounds people make when they feel very sad or grieved about something.	door43_utn
26-ezekiel	11	18	doublet	every detestable thing and every abomination	These words have similar meanings and emphasize that God will remove all the idols from Israel.	door43_utn
26-ezekiel	14	6	doublet	Repent and turn away	The words “repent” and “turn way” mean basically the same thing. Together they strengthen the command to stop worshiping idols.	door43_utn
26-ezekiel	14	23	doublet	their ways and their actions	Both of these phrases refer to what the people of Israel have done. Alternate translation: “the way they live” or “the things they do”	door43_utn
26-ezekiel	16	3	doublet	Your beginning and your birth	These two phrases share similar meanings. Yahweh speaks of when people founded the city as if it were the city’s birth.	door43_utn
26-ezekiel	16	7	doublet	You multiplied and became great	These two phrases share similar meanings. They both refer to her growing and becoming taller. Alternate translation: “You matured and grew taller”	door43_utn
26-ezekiel	16	7	doublet	naked and bare	These two words mean the same thing. Alternate translation: “completely naked”	door43_utn
26-ezekiel	16	22	doublet	naked and bare	These two words mean the same thing. See how you translated this in [Ezekiel 16:7](../16/07.md). Alternate translation: “completely naked”	door43_utn
26-ezekiel	16	39	doublet	naked and bare	These two words mean the same thing. See how you translated this in [Ezekiel 16:7](../16/07.md). Alternate translation: “completely naked”	door43_utn
26-ezekiel	16	47	doublet	copied their behavior and practices	Here the words “behavior” and “practices” mean basically the same thing. Alternate translation: “copied the things that they did”	door43_utn
26-ezekiel	17	17	doublet	his mighty army and a great company of men	These two phrases mean basically the same thing and emphasize how large and strong Pharaoh’s army is.	door43_utn
26-ezekiel	18	12	doublet	the poor and needy	The words “poor” and “needy” share similar meanings and emphasize that these are people who cannot help themselves.	door43_utn
26-ezekiel	20	19	doublet	keep my decrees and obey them	To “keep” Yahweh’s decrees is the same as to “obey them.”	door43_utn
26-ezekiel	21	4	merism	from the south to the north	This is a merism that refers to the area to the north, and to the south, and all places in between. Alternate translation: “in every direction” or “everywhere”	door43_utn
26-ezekiel	23	29	doublet	naked and bare	These two words mean the same thing and emphasize that she will be completely uncovered.	door43_utn
26-ezekiel	23	33	doublet	the cup of horror and devastation	“the cup that causes horror and devastation.” The words “horror” and “devastation” share similar meanings here and emphasize how terrible her punishment will be. Alternate translation: “for what is in that cup causes horror and devastation”	door43_utn
26-ezekiel	25	14	doublet	my anger and my fury	The word “fury” means basically the same thing as and intensifies the word “anger.” Alternate translation: “my furious anger” or “my extreme anger”	door43_utn
26-ezekiel	29	10	merism	from the Migdol to Syene and the borders of Cush	This refers to all of Egypt. Where these places are can be stated clearly. Alternate translation: “throughout all of Egypt, from Migdol in the north to Syene in the south and the borders of Cush further south”	door43_utn
26-ezekiel	30	6	merism	From Migdol to Syene	Ezekiel names towns on the borders of Egypt in order to refer to all of Egypt. Alternate translation: “In all of Egypt” or “From the northern border of Egypt to the southern border of Egypt”	door43_utn
26-ezekiel	36	6	doublet	In my fury and in my anger	The words “fury” and “anger” mean basically the same thing. Together they emphasize the intensity of his anger. Alternate translation: “Because I am extremely angry”	door43_utn
26-ezekiel	36	19	doublet	their ways and their deeds	Here “ways” and “deeds” mean basically the same thing. Alternate translation: “the things that they have done”	door43_utn
26-ezekiel	36	32	doublet	So be ashamed and disgraced	The words “ashamed” and “disgraced” share similar meanings. Together they emphasize the intensity of the shame. Alternate translation: “So be very ashamed”	door43_utn
26-ezekiel	38	10	doublet	plans will form in your heart … you will devise wicked schemes	These phrases mean the same thing and can be combined into a single phrase. Alternate translation: “you will plan to do something very evil”	door43_utn
26-ezekiel	38	12	doublet	capture booty and steal plunder	These phrases mean the same thing and can be combined into a single phrase. Alternate translation: “take away all their valuable possessions”	door43_utn
26-ezekiel	38	13	doublet	to take their livestock and property … to haul away much plunder	These phrases have similar meaning and can be combined into a single phrase. Alternate translation: “to take away their livestock and all their valuable possessions”	door43_utn
26-ezekiel	39	4	doublet	your troops and the soldiers	These refer to the same people. It can be stated as a single phrase. Alternate translation: “all your soldiers”	door43_utn
26-ezekiel	39	8	doublet	is coming … will take place	These two phrases have similar meaning and emphasize the fact that this will really happen. Alternate translation: “is surely going to happen”	door43_utn
26-ezekiel	39	9	doublet	to kindle and make fires	These two phrases mean the same thing. The Israelites will use the wood from the weapons as kindling for fires. Alternate translation: “to start fires”	door43_utn
26-ezekiel	39	10	doublet	wanted to take … wanted to plunder	Here “to take” and “to plunder” mean the same thing. Gog intended to take Israel’s possessions, but Yahweh prevented him so that he was not able to do that.	door43_utn
26-ezekiel	39	21	doublet	my judgment that I perform and my hand that I have set against them	Both of these phrases refer to the punishment that Yahweh will inflict upon Israel and are repeated for emphasis. They can be combined into a single phrase. Alternate translation: “the way that I will judge them”	door43_utn
27-daniel	2	9	doublet	false and deceptive words	These two words mean approximately the same thing and emphasize that these are “lies intended to deceive.”	door43_utn
27-daniel	2	10	doublet	great and powerful	These two words mean basically the same thing and emphasize the greatness of the king’s power. Alternate translation: “most powerful”	door43_utn
27-daniel	2	12	doublet	angry and very furious	These words mean basically the same thing and emphasize the intensity of his anger. Alternate translation: “incredibly angry”	door43_utn
27-daniel	2	14	doublet	prudence and discretion	These two words mean basically the same thing and emphasize the greatness of his prudence. Alternate translation: “caution and careful judgment”	door43_utn
27-daniel	2	37	doublet	the power, the strength	These words mean basically the same thing.	door43_utn
27-daniel	4	2	doublet	signs and wonders	These words share similar meanings and refer to the amazing things that God had done.	door43_utn
27-daniel	4	4	doublet	my house … my palace	These two phrases mean basically the same thing.	door43_utn
27-daniel	4	5	doublet	a dream … the images … the visions	These phrases mean basically the same thing.	door43_utn
27-daniel	4	36	doublet	majesty and splendor	These words mean basically the same thing and emphasize the greatness of his glory.	door43_utn
27-daniel	4	37	doublet	praise, extol, and honor	All three of these words have basically the same meaning and emphasize how greatly he praised God.	door43_utn
27-daniel	5	19	doublet	trembled and feared him	These words mean basically the same thing and emphasize the intensity of the fear. Alternate translation: “were very afraid of him”	door43_utn
27-daniel	6	26	doublet	tremble and fear	These two words are similar and can be combined. Alternate translation: “shake with fear”	door43_utn
27-daniel	7	1	doublet	a dream and visions	The words “dream” and “visions” both refer to the same dream that is described in this chapter. Alternate translation: “visions while he was dreaming”	door43_utn
27-daniel	7	18	doublet	forever and ever	This repetition of ideas emphasizes that this kingdom will never come to an end.	door43_utn
27-daniel	7	27	doublet	The kingdom and the dominion	These two terms mean basically the same thing and emphasize that this will concern all forms of official authority.	door43_utn
27-daniel	9	5	doublet	your commands and decrees	The words “commands” and “decrees” share similar meanings and refer to the whole law.	door43_utn
27-daniel	9	16	doublet	your anger and your wrath	The words “anger” and “wrath” mean basically the same thing and emphasize how terrible God’s anger is when he acts on it.	door43_utn
27-daniel	9	22	doublet	insight and understanding	The words “insight” and “understanding” mean the same thing and emphasize that Gabriel will help Daniel to understand the message completely.	door43_utn
27-daniel	9	24	doublet	the vision and the prophecy	These words in this context mean the same thing. They ensure Daniel that Jeremiah’s vision was indeed a prophecy.	door43_utn
27-daniel	9	25	doublet	Know and understand	These words are used together to make the importance clear. Alternate translation: “You must clearly understand” or “You must know for sure”	door43_utn
27-daniel	9	27	doublet	the sacrifice and the offering	These words basically mean the same thing. The repetition is to show that the ruler will prevent all types of sacrifices. Alternate translation: “all forms of sacrificing” or “every type of offering”	door43_utn
27-daniel	9	27	doublet	A full end and destruction	These two words or expressions are basically the same. They emphasize how serious and complete the destruction will be. Alternate translation: “Complete destruction”	door43_utn
27-daniel	11	36	doublet	lift himself up and make himself great	The phrases “lift himself up” and “make himself great” mean the same thing and indicate that the king will become very proud.	door43_utn
28-hosea	5	8	doublet	Blow the horn in Gibeah, and the trumpet in Ramah	Here “horn” and “trumpet” mean the same thing. This command is given to the people of Gibeah and Ramah to emphasize that the enemy is coming.	door43_utn
28-hosea	9	6	doublet	sharp briers will possess them, and thorns will fill their tents	Here “sharp briers” and “thorns” mean the same thing. To have briers and thorns growing represents a land that has become desolate and like a wilderness.	door43_utn
28-hosea	9	7	doublet	The prophet is a fool, and the inspired man is insane	Here “prophet” and “inspired man” both mean a person who claims to receive messages from God. It is implied that these people are false prophets and only thought they received messages from God.	door43_utn
28-hosea	9	7	doublet	because of your great iniquity and great hostility	The phrases “great iniquity” and “great hostility” share similar meanings. The iniquity of the people manifested itself in hostility towards Yahweh and his prophets.	door43_utn
28-hosea	10	6	doublet	Ephraim will be disgraced, and Israel will be ashamed of its idol	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “And the people of Israel will be very ashamed because they had worshiped idols”	door43_utn
28-hosea	12	2	doublet	against Judah … punish Jacob for what he has done … repay him for his deeds	Here “Judah” and “Jacob” both represent the people of Judah. Alternate translation: “against the people of Judah … punish them for what they have done … repay them for their deeds”	door43_utn
28-hosea	12	8	doublet	they will not find any iniquity in me, anything that would be sin	These two phrases mean the same thing and emphasize that the people of Ephraim consider themselves to be blameless. Learning that someone has sinned is spoken of as finding sin in that person. Alternate translation: “they will not discover that I have done anything sinful”	door43_utn
29-joel	1	16	doublet	joy and gladness	These two words mean basically the same thing. Together they emphasize that there is no kind of joyful activity happening at the temple.	door43_utn
29-joel	2	2	doublet	day of darkness and gloom	The words “darkness” and “gloom” share similar meanings and emphasize that the darkness will be very dark. Both words refer to a time of disaster or divine judgment. Alternate translation: “day that is full of darkness” or “day of terrible judgment”	door43_utn
29-joel	2	2	doublet	day of clouds and thick darkness	This phrase means the same thing as, and intensifies the idea of the previous phrase. Like that phrase, both “clouds” and “thick darkness” refer to divine judgment. Alternate translation: “day full of dark storm clouds”	door43_utn
29-joel	2	11	hendiadys	great and very terrible	In this phrase both descriptions mean basically the same thing. Alternate translation: “greatly terrible”	door43_utn
29-joel	2	32	doublet	on Mount Zion and in Jerusalem	These refer to the same place. Alternate translation: “on Mount Zion in Jerusalem”	door43_utn
29-joel	3	1	doublet	in those days and at that time	The phrase “at that time” means the same thing as and intensifies the phrase “in those days.” Alternate translation: “in those very days” or “at that very time”	door43_utn
29-joel	3	2	doublet	my people and my inheritance Israel	These two phrases emphasize how Yahweh views Israel as his own precious people. Alternate translation: “the people of Israel, who are my inheritance”	door43_utn
30-amos	5	21	doublet	I hate, I despise your festivals	The word “despise” is a strong word for “hate.” Together the two words emphasize the intensity of Yahweh’s hatred for their religious festivals. Alternate translation: “I hate your festivals very much”	door43_utn
30-amos	7	13	doublet	for it is the king’s sanctuary and a royal house	Here “king’s sanctuary” and “royal house” refer to the same place. Alternate translation: “this is where the national temple is, the place where the king worships”	door43_utn
30-amos	8	12	merism	They will stagger from sea to sea; they will run from the north to the east to seek the word of Yahweh	Here “sea to sea” and “the north to the east” represent all of the land of Israel. Alternate translation: “They will wander here and there and search all over for the word of Yahweh”	door43_utn
